Provincias;Sexo;Generación;Periodo;Total
31 Navarra;Ambos sexos;28 años;2014S1;9
31 Navarra;Ambos sexos;28 años;2013S2;-6
31 Navarra;Ambos sexos;28 años;2013S1;10
31 Navarra;Ambos sexos;28 años;2012S2;2
31 Navarra;Ambos sexos;28 años;2012S1;10
31 Navarra;Ambos sexos;28 años;2011S2;31
31 Navarra;Ambos sexos;28 años;2011S1;8
31 Navarra;Ambos sexos;28 años;2010S2;53
31 Navarra;Ambos sexos;28 años;2010S1;46
31 Navarra;Ambos sexos;28 años;2009S2;32
31 Navarra;Ambos sexos;28 años;2009S1;29
31 Navarra;Ambos sexos;28 años;2008S2;47
31 Navarra;Ambos sexos;28 años;2008S1;63
31 Navarra;Ambos sexos;29 años;2021S1;-11
31 Navarra;Ambos sexos;29 años;2020S2;-6
31 Navarra;Ambos sexos;29 años;2020S1;6
31 Navarra;Ambos sexos;29 años;2019S2;23
31 Navarra;Ambos sexos;29 años;2019S1;7
31 Navarra;Ambos sexos;29 años;2018S2;0
31 Navarra;Ambos sexos;29 años;2018S1;-3
31 Navarra;Ambos sexos;29 años;2017S2;-1
31 Navarra;Ambos sexos;29 años;2017S1;16
31 Navarra;Ambos sexos;29 años;2016S2;1
31 Navarra;Ambos sexos;29 años;2016S1;3
31 Navarra;Ambos sexos;29 años;2015S2;28
31 Navarra;Ambos sexos;29 años;2015S1;-12
31 Navarra;Ambos sexos;29 años;2014S2;8
31 Navarra;Ambos sexos;29 años;2014S1;-21
31 Navarra;Ambos sexos;29 años;2013S2;-26
31 Navarra;Ambos sexos;29 años;2013S1;-2
31 Navarra;Ambos sexos;29 años;2012S2;30
31 Navarra;Ambos sexos;29 años;2012S1;29
31 Navarra;Ambos sexos;29 años;2011S2;-6
31 Navarra;Ambos sexos;29 años;2011S1;22
31 Navarra;Ambos sexos;29 años;2010S2;48
31 Navarra;Ambos sexos;29 años;2010S1;45
31 Navarra;Ambos sexos;29 años;2009S2;58
31 Navarra;Ambos sexos;29 años;2009S1;81
31 Navarra;Ambos sexos;29 años;2008S2;45
31 Navarra;Ambos sexos;29 años;2008S1;55
31 Navarra;Ambos sexos;30 años;2021S1;-9
31 Navarra;Ambos sexos;30 años;2020S2;-8
31 Navarra;Ambos sexos;30 años;2020S1;-16
31 Navarra;Ambos sexos;30 años;2019S2;1
31 Navarra;Ambos sexos;30 años;2019S1;2
31 Navarra;Ambos sexos;30 años;2018S2;-20
31 Navarra;Ambos sexos;30 años;2018S1;-4
31 Navarra;Ambos sexos;30 años;2017S2;-12
31 Navarra;Ambos sexos;30 años;2017S1;-6
31 Navarra;Ambos sexos;30 años;2016S2;36
31 Navarra;Ambos sexos;30 años;2016S1;20
31 Navarra;Ambos sexos;30 años;2015S2;29
31 Navarra;Ambos sexos;30 años;2015S1;9
31 Navarra;Ambos sexos;30 años;2014S2;7
31 Navarra;Ambos sexos;30 años;2014S1;-45
31 Navarra;Ambos sexos;30 años;2013S2;5
31 Navarra;Ambos sexos;30 años;2013S1;20
31 Navarra;Ambos sexos;30 años;2012S2;12
31 Navarra;Ambos sexos;30 años;2012S1;-5
31 Navarra;Ambos sexos;30 años;2011S2;36
31 Navarra;Ambos sexos;30 años;2011S1;27
31 Navarra;Ambos sexos;30 años;2010S2;83
31 Navarra;Ambos sexos;30 años;2010S1;22
31 Navarra;Ambos sexos;30 años;2009S2;29
31 Navarra;Ambos sexos;30 años;2009S1;26
31 Navarra;Ambos sexos;30 años;2008S2;31
31 Navarra;Ambos sexos;30 años;2008S1;45
31 Navarra;Ambos sexos;31 años;2021S1;-5
31 Navarra;Ambos sexos;31 años;2020S2;6
31 Navarra;Ambos sexos;31 años;2020S1;8
31 Navarra;Ambos sexos;31 años;2019S2;0
31 Navarra;Ambos sexos;31 años;2019S1;5
31 Navarra;Ambos sexos;31 años;2018S2;-16
31 Navarra;Ambos sexos;31 años;2018S1;21
31 Navarra;Ambos sexos;31 años;2017S2;26
31 Navarra;Ambos sexos;31 años;2017S1;-22
31 Navarra;Ambos sexos;31 años;2016S2;13
31 Navarra;Ambos sexos;31 años;2016S1;6
31 Navarra;Ambos sexos;31 años;2015S2;16
31 Navarra;Ambos sexos;31 años;2015S1;25
31 Navarra;Ambos sexos;31 años;2014S2;-3
31 Navarra;Ambos sexos;31 años;2014S1;-21
31 Navarra;Ambos sexos;31 años;2013S2;16
31 Navarra;Ambos sexos;31 años;2013S1;16
31 Navarra;Ambos sexos;31 años;2012S2;6
31 Navarra;Ambos sexos;31 años;2012S1;27
31 Navarra;Ambos sexos;31 años;2011S2;29
31 Navarra;Ambos sexos;31 años;2011S1;49
31 Navarra;Ambos sexos;31 años;2010S2;16
31 Navarra;Ambos sexos;31 años;2010S1;69
31 Navarra;Ambos sexos;31 años;2009S2;57
31 Navarra;Ambos sexos;31 años;2009S1;53
31 Navarra;Ambos sexos;31 años;2008S2;38
31 Navarra;Ambos sexos;31 años;2008S1;44
31 Navarra;Ambos sexos;32 años;2021S1;-2
31 Navarra;Ambos sexos;32 años;2020S2;9
31 Navarra;Ambos sexos;32 años;2020S1;16
31 Navarra;Ambos sexos;32 años;2019S2;-20
31 Navarra;Ambos sexos;32 años;2019S1;-2
31 Navarra;Ambos sexos;32 años;2018S2;17
31 Navarra;Ambos sexos;32 años;2018S1;4
31 Navarra;Ambos sexos;32 años;2017S2;-14
31 Navarra;Ambos sexos;32 años;2017S1;-3
31 Navarra;Ambos sexos;32 años;2016S2;17
31 Navarra;Ambos sexos;32 años;2016S1;29
31 Navarra;Ambos sexos;32 años;2015S2;-0
31 Navarra;Ambos sexos;32 años;2015S1;10
31 Navarra;Ambos sexos;32 años;2014S2;10
31 Navarra;Ambos sexos;32 años;2014S1;21
31 Navarra;Ambos sexos;32 años;2013S2;6
31 Navarra;Ambos sexos;32 años;2013S1;11
31 Navarra;Ambos sexos;32 años;2012S2;-4
31 Navarra;Ambos sexos;32 años;2012S1;3
31 Navarra;Ambos sexos;32 años;2011S2;37
31 Navarra;Ambos sexos;32 años;2011S1;12
31 Navarra;Ambos sexos;32 años;2010S2;42
31 Navarra;Ambos sexos;32 años;2010S1;17
31 Navarra;Ambos sexos;32 años;2009S2;56
31 Navarra;Ambos sexos;32 años;2009S1;29
31 Navarra;Ambos sexos;32 años;2008S2;64
31 Navarra;Ambos sexos;32 años;2008S1;67
31 Navarra;Ambos sexos;33 años;2021S1;7
31 Navarra;Ambos sexos;33 años;2020S2;22
31 Navarra;Ambos sexos;33 años;2020S1;15
31 Navarra;Ambos sexos;33 años;2019S2;5
31 Navarra;Ambos sexos;33 años;2019S1;-1
31 Navarra;Ambos sexos;33 años;2018S2;5
31 Navarra;Ambos sexos;33 años;2018S1;2
31 Navarra;Ambos sexos;33 años;2017S2;11
31 Navarra;Ambos sexos;33 años;2017S1;31
31 Navarra;Ambos sexos;33 años;2016S2;-8
31 Navarra;Ambos sexos;33 años;2016S1;34
31 Navarra;Ambos sexos;33 años;2015S2;10
31 Navarra;Ambos sexos;33 años;2015S1;17
31 Navarra;Ambos sexos;33 años;2014S2;10
31 Navarra;Ambos sexos;33 años;2014S1;-1
31 Navarra;Ambos sexos;33 años;2013S2;-13
31 Navarra;Ambos sexos;33 años;2013S1;-12
31 Navarra;Ambos sexos;33 años;2012S2;9
31 Navarra;Ambos sexos;33 años;2012S1;14
31 Navarra;Ambos sexos;33 años;2011S2;56
31 Navarra;Ambos sexos;33 años;2011S1;-6
31 Navarra;Ambos sexos;33 años;2010S2;12
31 Navarra;Ambos sexos;33 años;2010S1;34
31 Navarra;Ambos sexos;33 años;2009S2;51
31 Navarra;Ambos sexos;33 años;2009S1;22
31 Navarra;Ambos sexos;33 años;2008S2;33
31 Navarra;Ambos sexos;33 años;2008S1;40
31 Navarra;Ambos sexos;34 años;2021S1;29
31 Navarra;Ambos sexos;34 años;2020S2;12
31 Navarra;Ambos sexos;34 años;2020S1;18
31 Navarra;Ambos sexos;34 años;2019S2;9
31 Navarra;Ambos sexos;34 años;2019S1;-6
31 Navarra;Ambos sexos;34 años;2018S2;2
31 Navarra;Ambos sexos;34 años;2018S1;22
31 Navarra;Ambos sexos;34 años;2017S2;36
31 Navarra;Ambos sexos;34 años;2017S1;15
31 Navarra;Ambos sexos;34 años;2016S2;17
31 Navarra;Ambos sexos;34 años;2016S1;25
31 Navarra;Ambos sexos;34 años;2015S2;39
31 Navarra;Ambos sexos;34 años;2015S1;17
31 Navarra;Ambos sexos;34 años;2014S2;11
31 Navarra;Ambos sexos;34 años;2014S1;13
31 Navarra;Ambos sexos;34 años;2013S2;18
31 Navarra;Ambos sexos;34 años;2013S1;-11
31 Navarra;Ambos sexos;34 años;2012S2;18
31 Navarra;Ambos sexos;34 años;2012S1;19
31 Navarra;Ambos sexos;34 años;2011S2;15
31 Navarra;Ambos sexos;34 años;2011S1;10
31 Navarra;Ambos sexos;34 años;2010S2;-3
31 Navarra;Ambos sexos;34 años;2010S1;24
31 Navarra;Ambos sexos;34 años;2009S2;43
31 Navarra;Ambos sexos;34 años;2009S1;50
31 Navarra;Ambos sexos;34 años;2008S2;53
31 Navarra;Ambos sexos;34 años;2008S1;35
32 Ourense;Ambos sexos;16 años;2021S1;0
32 Ourense;Ambos sexos;16 años;2020S2;-3
32 Ourense;Ambos sexos;16 años;2020S1;-2
32 Ourense;Ambos sexos;16 años;2019S2;-8
32 Ourense;Ambos sexos;16 años;2019S1;-6
32 Ourense;Ambos sexos;16 años;2018S2;-2
32 Ourense;Ambos sexos;16 años;2018S1;-6
32 Ourense;Ambos sexos;16 años;2017S2;-5
32 Ourense;Ambos sexos;16 años;2017S1;3
32 Ourense;Ambos sexos;16 años;2016S2;-10
32 Ourense;Ambos sexos;16 años;2016S1;-6
32 Ourense;Ambos sexos;16 años;2015S2;-16
32 Ourense;Ambos sexos;16 años;2015S1;-1
32 Ourense;Ambos sexos;16 años;2014S2;4
32 Ourense;Ambos sexos;16 años;2014S1;-2
32 Ourense;Ambos sexos;16 años;2013S2;-6
32 Ourense;Ambos sexos;16 años;2013S1;1
32 Ourense;Ambos sexos;16 años;2012S2;-3
32 Ourense;Ambos sexos;16 años;2012S1;5
32 Ourense;Ambos sexos;16 años;2011S2;-5
32 Ourense;Ambos sexos;16 años;2011S1;6
32 Ourense;Ambos sexos;16 años;2010S2;9
32 Ourense;Ambos sexos;16 años;2010S1;-2
32 Ourense;Ambos sexos;16 años;2009S2;4
32 Ourense;Ambos sexos;16 años;2009S1;-4
32 Ourense;Ambos sexos;16 años;2008S2;4
32 Ourense;Ambos sexos;16 años;2008S1;6
32 Ourense;Ambos sexos;17 años;2021S1;9
32 Ourense;Ambos sexos;17 años;2020S2;5
32 Ourense;Ambos sexos;17 años;2020S1;4
32 Ourense;Ambos sexos;17 años;2019S2;5
32 Ourense;Ambos sexos;17 años;2019S1;3
32 Ourense;Ambos sexos;17 años;2018S2;0
32 Ourense;Ambos sexos;17 años;2018S1;-1
32 Ourense;Ambos sexos;17 años;2017S2;-4
32 Ourense;Ambos sexos;17 años;2017S1;-7
32 Ourense;Ambos sexos;17 años;2016S2;-4
32 Ourense;Ambos sexos;17 años;2016S1;6
32 Ourense;Ambos sexos;17 años;2015S2;9
32 Ourense;Ambos sexos;17 años;2015S1;-6
32 Ourense;Ambos sexos;17 años;2014S2;-1
32 Ourense;Ambos sexos;17 años;2014S1;13
32 Ourense;Ambos sexos;17 años;2013S2;7
32 Ourense;Ambos sexos;17 años;2013S1;-1
32 Ourense;Ambos sexos;17 años;2012S2;5
32 Ourense;Ambos sexos;17 años;2012S1;2
32 Ourense;Ambos sexos;17 años;2011S2;-0
32 Ourense;Ambos sexos;17 años;2011S1;5
32 Ourense;Ambos sexos;17 años;2010S2;12
32 Ourense;Ambos sexos;17 años;2010S1;3
32 Ourense;Ambos sexos;17 años;2009S2;6
32 Ourense;Ambos sexos;17 años;2009S1;0
32 Ourense;Ambos sexos;17 años;2008S2;6
32 Ourense;Ambos sexos;17 años;2008S1;-5
32 Ourense;Ambos sexos;18 años;2021S1;-3
32 Ourense;Ambos sexos;18 años;2020S2;6
32 Ourense;Ambos sexos;18 años;2020S1;8
32 Ourense;Ambos sexos;18 años;2019S2;5
32 Ourense;Ambos sexos;18 años;2019S1;5
32 Ourense;Ambos sexos;18 años;2018S2;-3
32 Ourense;Ambos sexos;18 años;2018S1;1
32 Ourense;Ambos sexos;18 años;2017S2;-9
32 Ourense;Ambos sexos;18 años;2017S1;-5
32 Ourense;Ambos sexos;18 años;2016S2;1
32 Ourense;Ambos sexos;18 años;2016S1;3
32 Ourense;Ambos sexos;18 años;2015S2;-10
32 Ourense;Ambos sexos;18 años;2015S1;4
32 Ourense;Ambos sexos;18 años;2014S2;1
32 Ourense;Ambos sexos;18 años;2014S1;1
32 Ourense;Ambos sexos;18 años;2013S2;-11
32 Ourense;Ambos sexos;18 años;2013S1;-3
32 Ourense;Ambos sexos;18 años;2012S2;5
32 Ourense;Ambos sexos;18 años;2012S1;1
32 Ourense;Ambos sexos;18 años;2011S2;12
32 Ourense;Ambos sexos;18 años;2011S1;10
32 Ourense;Ambos sexos;18 años;2010S2;-2
32 Ourense;Ambos sexos;18 años;2010S1;-2
32 Ourense;Ambos sexos;18 años;2009S2;8
32 Ourense;Ambos sexos;18 años;2009S1;6
32 Ourense;Ambos sexos;18 años;2008S2;9
32 Ourense;Ambos sexos;18 años;2008S1;15
32 Ourense;Ambos sexos;19 años;2021S1;1
32 Ourense;Ambos sexos;19 años;2020S2;-1
32 Ourense;Ambos sexos;19 años;2020S1;-1
32 Ourense;Ambos sexos;19 años;2019S2;6
32 Ourense;Ambos sexos;19 años;2019S1;6
32 Ourense;Ambos sexos;19 años;2018S2;-10
32 Ourense;Ambos sexos;19 años;2018S1;-2
32 Ourense;Ambos sexos;19 años;2017S2;-4
32 Ourense;Ambos sexos;19 años;2017S1;-6
32 Ourense;Ambos sexos;19 años;2016S2;8
32 Ourense;Ambos sexos;19 años;2016S1;-0
32 Ourense;Ambos sexos;19 años;2015S2;-13
32 Ourense;Ambos sexos;19 años;2015S1;-2
32 Ourense;Ambos sexos;19 años;2014S2;-4
32 Ourense;Ambos sexos;19 años;2014S1;-1
32 Ourense;Ambos sexos;19 años;2013S2;-2
32 Ourense;Ambos sexos;19 años;2013S1;4
32 Ourense;Ambos sexos;19 años;2012S2;-0
32 Ourense;Ambos sexos;19 años;2012S1;2
32 Ourense;Ambos sexos;19 años;2011S2;-6
32 Ourense;Ambos sexos;19 años;2011S1;-3
32 Ourense;Ambos sexos;19 años;2010S2;-1
32 Ourense;Ambos sexos;19 años;2010S1;5
32 Ourense;Ambos sexos;19 años;2009S2;6
32 Ourense;Ambos sexos;19 años;2009S1;2
32 Ourense;Ambos sexos;19 años;2008S2;-1
32 Ourense;Ambos sexos;19 años;2008S1;3
32 Ourense;Ambos sexos;20 años;2021S1;-2
32 Ourense;Ambos sexos;20 años;2020S2;10
32 Ourense;Ambos sexos;20 años;2020S1;-1
32 Ourense;Ambos sexos;20 años;2019S2;8
32 Ourense;Ambos sexos;20 años;2019S1;-1
32 Ourense;Ambos sexos;20 años;2018S2;4
32 Ourense;Ambos sexos;20 años;2018S1;8
32 Ourense;Ambos sexos;20 años;2017S2;-10
32 Ourense;Ambos sexos;20 años;2017S1;-5
32 Ourense;Ambos sexos;20 años;2016S2;1
32 Ourense;Ambos sexos;20 años;2016S1;2
32 Ourense;Ambos sexos;20 años;2015S2;-4
32 Ourense;Ambos sexos;20 años;2015S1;5
32 Ourense;Ambos sexos;20 años;2014S2;-5
32 Ourense;Ambos sexos;20 años;2014S1;-2
32 Ourense;Ambos sexos;20 años;2013S2;-10
32 Ourense;Ambos sexos;20 años;2013S1;4
32 Ourense;Ambos sexos;20 años;2012S2;2
32 Ourense;Ambos sexos;20 años;2012S1;-5
32 Ourense;Ambos sexos;20 años;2011S2;1
32 Ourense;Ambos sexos;20 años;2011S1;8
32 Ourense;Ambos sexos;20 años;2010S2;10
32 Ourense;Ambos sexos;20 años;2010S1;-2
32 Ourense;Ambos sexos;20 años;2009S2;3
32 Ourense;Ambos sexos;20 años;2009S1;9
32 Ourense;Ambos sexos;20 años;2008S2;7
32 Ourense;Ambos sexos;20 años;2008S1;-12
32 Ourense;Ambos sexos;21 años;2021S1;-10
32 Ourense;Ambos sexos;21 años;2020S2;6
32 Ourense;Ambos sexos;21 años;2020S1;0
32 Ourense;Ambos sexos;21 años;2019S2;-3
32 Ourense;Ambos sexos;21 años;2019S1;-1
32 Ourense;Ambos sexos;21 años;2018S2;1
32 Ourense;Ambos sexos;21 años;2018S1;5
32 Ourense;Ambos sexos;21 años;2017S2;-12
32 Ourense;Ambos sexos;21 años;2017S1;-2
32 Ourense;Ambos sexos;21 años;2016S2;-1
32 Ourense;Ambos sexos;21 años;2016S1;-8
32 Ourense;Ambos sexos;21 años;2015S2;2
32 Ourense;Ambos sexos;21 años;2015S1;-0
32 Ourense;Ambos sexos;21 años;2014S2;-7
32 Ourense;Ambos sexos;21 años;2014S1;1
32 Ourense;Ambos sexos;21 años;2013S2;6
32 Ourense;Ambos sexos;21 años;2013S1;8
32 Ourense;Ambos sexos;21 años;2012S2;-1
32 Ourense;Ambos sexos;21 años;2012S1;-14
32 Ourense;Ambos sexos;21 años;2011S2;-8
32 Ourense;Ambos sexos;21 años;2011S1;6
32 Ourense;Ambos sexos;21 años;2010S2;4
32 Ourense;Ambos sexos;21 años;2010S1;1
32 Ourense;Ambos sexos;21 años;2009S2;-3
32 Ourense;Ambos sexos;21 años;2009S1;-9
32 Ourense;Ambos sexos;21 años;2008S2;5
32 Ourense;Ambos sexos;21 años;2008S1;1
32 Ourense;Ambos sexos;22 años;2021S1;-1
32 Ourense;Ambos sexos;22 años;2020S2;11
32 Ourense;Ambos sexos;22 años;2020S1;-3
32 Ourense;Ambos sexos;22 años;2019S2;4
32 Ourense;Ambos sexos;22 años;2019S1;-3
32 Ourense;Ambos sexos;22 años;2018S2;1
32 Ourense;Ambos sexos;22 años;2018S1;3
32 Ourense;Ambos sexos;22 años;2017S2;-5
32 Ourense;Ambos sexos;22 años;2017S1;-2
32 Ourense;Ambos sexos;22 años;2016S2;-10
32 Ourense;Ambos sexos;22 años;2016S1;-13
32 Ourense;Ambos sexos;22 años;2015S2;-7
32 Ourense;Ambos sexos;22 años;2015S1;5
32 Ourense;Ambos sexos;22 años;2014S2;-2
32 Ourense;Ambos sexos;22 años;2014S1;-10
32 Ourense;Ambos sexos;22 años;2013S2;-18
32 Ourense;Ambos sexos;22 años;2013S1;-2
32 Ourense;Ambos sexos;22 años;2012S2;-8
32 Ourense;Ambos sexos;22 años;2012S1;5
32 Ourense;Ambos sexos;22 años;2011S2;0
32 Ourense;Ambos sexos;22 años;2011S1;-14
32 Ourense;Ambos sexos;22 años;2010S2;2
32 Ourense;Ambos sexos;22 años;2010S1;12
32 Ourense;Ambos sexos;22 años;2009S2;17
32 Ourense;Ambos sexos;22 años;2009S1;8
32 Ourense;Ambos sexos;22 años;2008S2;-12
32 Ourense;Ambos sexos;22 años;2008S1;-4
32 Ourense;Ambos sexos;23 años;2021S1;-2
32 Ourense;Ambos sexos;23 años;2020S2;6
32 Ourense;Ambos sexos;23 años;2020S1;0
32 Ourense;Ambos sexos;23 años;2019S2;0
32 Ourense;Ambos sexos;23 años;2019S1;-8
32 Ourense;Ambos sexos;23 años;2018S2;-7
32 Ourense;Ambos sexos;23 años;2018S1;1
32 Ourense;Ambos sexos;23 años;2017S2;-8
32 Ourense;Ambos sexos;23 años;2017S1;-13
32 Ourense;Ambos sexos;23 años;2016S2;-9
32 Ourense;Ambos sexos;23 años;2016S1;-2
32 Ourense;Ambos sexos;23 años;2015S2;-1
32 Ourense;Ambos sexos;23 años;2015S1;-6
32 Ourense;Ambos sexos;23 años;2014S2;-2
32 Ourense;Ambos sexos;23 años;2014S1;8
32 Ourense;Ambos sexos;23 años;2013S2;8
32 Ourense;Ambos sexos;23 años;2013S1;16
32 Ourense;Ambos sexos;23 años;2012S2;5
32 Ourense;Ambos sexos;23 años;2012S1;-11
32 Ourense;Ambos sexos;23 años;2011S2;-7
32 Ourense;Ambos sexos;23 años;2011S1;-3
32 Ourense;Ambos sexos;23 años;2010S2;-9
32 Ourense;Ambos sexos;23 años;2010S1;3
32 Ourense;Ambos sexos;23 años;2009S2;-2
32 Ourense;Ambos sexos;23 años;2009S1;-7
32 Ourense;Ambos sexos;23 años;2008S2;-2
32 Ourense;Ambos sexos;23 años;2008S1;-9
32 Ourense;Ambos sexos;24 años;2021S1;1
32 Ourense;Ambos sexos;24 años;2020S2;2
32 Ourense;Ambos sexos;24 años;2020S1;-2
32 Ourense;Ambos sexos;24 años;2019S2;-12
32 Ourense;Ambos sexos;24 años;2019S1;9
32 Ourense;Ambos sexos;24 años;2018S2;-14
32 Ourense;Ambos sexos;24 años;2018S1;0
32 Ourense;Ambos sexos;24 años;2017S2;-16
32 Ourense;Ambos sexos;24 años;2017S1;-2
32 Ourense;Ambos sexos;24 años;2016S2;-21
32 Ourense;Ambos sexos;24 años;2016S1;0
32 Ourense;Ambos sexos;24 años;2015S2;-16
32 Ourense;Ambos sexos;24 años;2015S1;-1
32 Ourense;Ambos sexos;24 años;2014S2;-27
32 Ourense;Ambos sexos;24 años;2014S1;-3
32 Ourense;Ambos sexos;24 años;2013S2;-19
32 Ourense;Ambos sexos;24 años;2013S1;-10
32 Ourense;Ambos sexos;24 años;2012S2;3
32 Ourense;Ambos sexos;24 años;2012S1;-4
32 Ourense;Ambos sexos;24 años;2011S2;-10
32 Ourense;Ambos sexos;24 años;2011S1;-8
32 Ourense;Ambos sexos;24 años;2010S2;-10
32 Ourense;Ambos sexos;24 años;2010S1;2
32 Ourense;Ambos sexos;24 años;2009S2;14
32 Ourense;Ambos sexos;24 años;2009S1;6
32 Ourense;Ambos sexos;24 años;2008S2;-15
32 Ourense;Ambos sexos;24 años;2008S1;-18
32 Ourense;Ambos sexos;25 años;2021S1;-4
32 Ourense;Ambos sexos;25 años;2020S2;-16
32 Ourense;Ambos sexos;25 años;2020S1;-1
32 Ourense;Ambos sexos;25 años;2019S2;-17
32 Ourense;Ambos sexos;25 años;2019S1;-4
32 Ourense;Ambos sexos;25 años;2018S2;-23
32 Ourense;Ambos sexos;25 años;2018S1;-6
32 Ourense;Ambos sexos;25 años;2017S2;-12
32 Ourense;Ambos sexos;25 años;2017S1;-1
32 Ourense;Ambos sexos;25 años;2016S2;-21
32 Ourense;Ambos sexos;25 años;2016S1;-3
32 Ourense;Ambos sexos;25 años;2015S2;-15
32 Ourense;Ambos sexos;25 años;2015S1;-9
32 Ourense;Ambos sexos;25 años;2014S2;-14
32 Ourense;Ambos sexos;25 años;2014S1;-13
32 Ourense;Ambos sexos;25 años;2013S2;-36
32 Ourense;Ambos sexos;25 años;2013S1;-3
32 Ourense;Ambos sexos;25 años;2012S2;-10
32 Ourense;Ambos sexos;25 años;2012S1;-3
32 Ourense;Ambos sexos;25 años;2011S2;-9
32 Ourense;Ambos sexos;25 años;2011S1;-2
32 Ourense;Ambos sexos;25 años;2010S2;-13
32 Ourense;Ambos sexos;25 años;2010S1;-18
32 Ourense;Ambos sexos;25 años;2009S2;2
32 Ourense;Ambos sexos;25 años;2009S1;-4
32 Ourense;Ambos sexos;25 años;2008S2;-16
32 Ourense;Ambos sexos;25 años;2008S1;-30
32 Ourense;Ambos sexos;26 años;2021S1;-20
32 Ourense;Ambos sexos;26 años;2020S2;-19
32 Ourense;Ambos sexos;26 años;2020S1;-2
32 Ourense;Ambos sexos;26 años;2019S2;-31
32 Ourense;Ambos sexos;26 años;2019S1;-20
32 Ourense;Ambos sexos;26 años;2018S2;-31
32 Ourense;Ambos sexos;26 años;2018S1;-12
32 Ourense;Ambos sexos;26 años;2017S2;-7
32 Ourense;Ambos sexos;26 años;2017S1;-10
32 Ourense;Ambos sexos;26 años;2016S2;-27
32 Ourense;Ambos sexos;26 años;2016S1;-21
32 Ourense;Ambos sexos;26 años;2015S2;-19
32 Ourense;Ambos sexos;26 años;2015S1;-20
32 Ourense;Ambos sexos;26 años;2014S2;-31
32 Ourense;Ambos sexos;26 años;2014S1;-13
32 Ourense;Ambos sexos;26 años;2013S2;-17
32 Ourense;Ambos sexos;26 años;2013S1;-18
32 Ourense;Ambos sexos;26 años;2012S2;-5
32 Ourense;Ambos sexos;26 años;2012S1;-23
32 Ourense;Ambos sexos;26 años;2011S2;4
32 Ourense;Ambos sexos;26 años;2011S1;-19
32 Ourense;Ambos sexos;26 años;2010S2;-4
32 Ourense;Ambos sexos;26 años;2010S1;-19
32 Ourense;Ambos sexos;26 años;2009S2;-15
32 Ourense;Ambos sexos;26 años;2009S1;-0
32 Ourense;Ambos sexos;26 años;2008S2;-28
32 Ourense;Ambos sexos;26 años;2008S1;-23
32 Ourense;Ambos sexos;27 años;2021S1;-11
32 Ourense;Ambos sexos;27 años;2020S2;3
32 Ourense;Ambos sexos;27 años;2020S1;-8
32 Ourense;Ambos sexos;27 años;2019S2;-15
32 Ourense;Ambos sexos;27 años;2019S1;-16
32 Ourense;Ambos sexos;27 años;2018S2;-12
32 Ourense;Ambos sexos;27 años;2018S1;-9
32 Ourense;Ambos sexos;27 años;2017S2;-12
32 Ourense;Ambos sexos;27 años;2017S1;-16
32 Ourense;Ambos sexos;27 años;2016S2;-23
32 Ourense;Ambos sexos;27 años;2016S1;-17
32 Ourense;Ambos sexos;27 años;2015S2;-10
32 Ourense;Ambos sexos;27 años;2015S1;-5
32 Ourense;Ambos sexos;27 años;2014S2;-20
32 Ourense;Ambos sexos;27 años;2014S1;-3
32 Ourense;Ambos sexos;27 años;2013S2;-8
32 Ourense;Ambos sexos;27 años;2013S1;-10
32 Ourense;Ambos sexos;27 años;2012S2;-5
32 Ourense;Ambos sexos;27 años;2012S1;15
32 Ourense;Ambos sexos;27 años;2011S2;-3
32 Ourense;Ambos sexos;27 años;2011S1;-15
32 Ourense;Ambos sexos;27 años;2010S2;9
32 Ourense;Ambos sexos;27 años;2010S1;-22
32 Ourense;Ambos sexos;27 años;2009S2;-13
32 Ourense;Ambos sexos;27 años;2009S1;-23
32 Ourense;Ambos sexos;27 años;2008S2;-17
32 Ourense;Ambos sexos;27 años;2008S1;-30
32 Ourense;Ambos sexos;28 años;2021S1;-10
32 Ourense;Ambos sexos;28 años;2020S2;1
32 Ourense;Ambos sexos;28 años;2020S1;-4
32 Ourense;Ambos sexos;28 años;2019S2;-25
32 Ourense;Ambos sexos;28 años;2019S1;-26
32 Ourense;Ambos sexos;28 años;2018S2;-22
32 Ourense;Ambos sexos;28 años;2018S1;2
32 Ourense;Ambos sexos;28 años;2017S2;-10
32 Ourense;Ambos sexos;28 años;2017S1;-14
32 Ourense;Ambos sexos;28 años;2016S2;-10
32 Ourense;Ambos sexos;28 años;2016S1;-22
32 Ourense;Ambos sexos;28 años;2015S2;-27
32 Ourense;Ambos sexos;28 años;2015S1;-10
32 Ourense;Ambos sexos;28 años;2014S2;-18
32 Ourense;Ambos sexos;28 años;2014S1;-20
32 Ourense;Ambos sexos;28 años;2013S2;-18
32 Ourense;Ambos sexos;28 años;2013S1;-6
32 Ourense;Ambos sexos;28 años;2012S2;-8
32 Ourense;Ambos sexos;28 años;2012S1;6
32 Ourense;Ambos sexos;28 años;2011S2;-18
32 Ourense;Ambos sexos;28 años;2011S1;10
32 Ourense;Ambos sexos;28 años;2010S2;-31
32 Ourense;Ambos sexos;28 años;2010S1;2
32 Ourense;Ambos sexos;28 años;2009S2;-14
32 Ourense;Ambos sexos;28 años;2009S1;12
32 Ourense;Ambos sexos;28 años;2008S2;-33
32 Ourense;Ambos sexos;28 años;2008S1;-26
32 Ourense;Ambos sexos;29 años;2021S1;5
